GeneSymbol,GeneID,GeneLength
LOC100129055,100129055,2774
SNORD73A,8944,65
CHRNB3,1142,1953
OR51S1,119692,971
EBPL,84650,1160
SLC45A1,50651,2471
IL26,55801,1047
SEC63,11231,6498
EGFL6,25975,2384
MANEA,79694,4967
CC2D1B,200014,5639
VWA5B1,127731,6090
DDI1,414301,2615
N4BP2,55728,6902
ARPC4,10093,3103
RGPD4,285190,8438
LOC729991,729991,2128
SPZ1,84654,1869
HIGD1B,51751,618
MMP27,64066,1647
IL1B,3553,1507
ABCC11,85320,5038
KYNU,8942,2011
NCRNA00182,100302692,4550
FAM22F,54754,2561
BLOC1S2,282991,2102
GAGE10,643832,675
GPX7,2882,1228
CDH16,1014,2832
HEATR7B2,133558,5300
CEP192,55125,11203
CKMT2,1160,1645
GAL3ST3,89792,3367
CCR4,1233,1657
TPT1,7178,1385
SLC2A3,6515,4724
ARHGEF4,50649,7464
MAT2A,4144,4231
KRTAP9-4,85280,966
LPL,4023,3746
SNORA16A,692073,134
TRIM55,84675,2849
EVL,51466,6488
C1orf14,81626,2489
FLJ10213,55096,1660
GRINL1A,81488,4678
TRAP1,10131,2941
MARCH5,54708,4004
AMELY,266,843
CPSF4,10898,2000
TROVE2,6738,7396
PHKG2,5261,2160
BTBD12,84464,8575
LRRC39,127495,1508
C6orf64,55776,6327
ZNF710,374655,3082
PRICKLE2,166336,8321
CNPY2,10330,1584
NCRNA00188,125144,2429
C10orf110,55853,1305
NCR1,9437,1153
MYF5,4617,1520
TLK2,11011,5765
PTF1A,256297,1331
PQLC2,54896,2254
CCL14,6358,558
KIAA1409,57578,8537
LTB4R,1241,4439
CDON,50937,9415
IL23R,149233,3445
ZNF248,57209,7388
PRAP1,118471,780
PLEKHF1,79156,2022
MTTP,4547,4757
RFC4,5984,1930
C14orf132,56967,7489
CRELD2,79174,3014
CTBP1,1487,3655
OR4L1,122742,939
KLRG1,10219,1786
NPTX2,4885,2713
PDCL,5082,2926
TMEM167B,56900,2749
RGPD6,729540,8321
SAA4,6291,634
BTN3A2,11118,4107
STK32B,55351,3334
NOP56,10528,2818
C8ORFK29,340393,1671
C15orf33,196951,2262
ARHGEF38,54848,1436
COPS2,9318,4106
GDNF,2668,1292
NOP14,8602,3648
KPNA3,3839,4474
ARMC3,219681,4867
SERPINB11,89778,2018
SMCR7L,54471,6006
NDUFV3,4731,2129
ZNF860,344787,3098
LOC344595,344595,4012
CCDC67,159989,3043
CLDN22,53842,2708
KIF12,113220,2606
CD300E,342510,739
NME2P1,283458,693
MBL1P,8512,3193
SLC41A3,54946,2940
ZNF574,64763,3613
NR5A1,2516,3095
HORMAD2,150280,1891
SUMO4,387082,686
LOC643486,643486,816
STRA8,346673,991
LOC100272228,100272228,5796
CYB561D1,284613,5156
C15orf61,145853,1294
PDF,64146,1158
MIF,4282,656
OR4C13,283092,928
CRB3,92359,1541
PLXDC1,57125,7125
CDX1,1044,1771
SEH1L,81929,3503
ATP6AP2,10159,2118
OR2G3,81469,929
EFCAB2,84288,4946
DAD1L,56286,631
GSTA1,2938,1258
KRTAP13-1,140258,745
CDK9,1025,2472
NME5,8382,1225
HSH2D,84941,2894
SCP2,6342,8085
C12orf51,283450,15375
RAB31,11031,3994
FBRSL1,57666,4545
DHRS7C,201140,988
LAPTM4A,9741,2293
LRRIQ3,127255,5223
PRMT7,54496,3509
EPM2A,7957,3631
XCR1,2829,1372
WASH5P,375690,2976
FAM154B,283726,3536
FBXO46,23403,3035
CUL3,8452,7747
ABHD5,51099,5352
NLN,57486,3860
C19orf28,126321,4103
LITAF,9516,3246
CDK8,1024,1769
PRKAR2B,5577,3660
SFT2D3,84826,2809
SCRN3,79634,3132
COL9A3,1299,2543
RPL31,6160,3907
NRAP,4892,5510
FIGF,2277,2111
ACP6,51205,4116
NPC1L1,29881,5255
PLA2G7,7941,2719
FLJ37201,283011,3662
CD36,948,5925
CHI3L2,1117,1609
GLT8D2,83468,2263
CCDC114,93233,4237
BCAN,63827,4042
UGCG,7357,1629
ELF4,2000,4271
ATF4,468,2122
OTX1,5013,2280
LOC100271832,100271832,1389
TMEM180,79847,3524
CLUL1,27098,2239
FBXL20,84961,2570
ANKRD20A4,728747,3826
OR51E2,81285,2785
EPRS,2058,5110
HSD17B11,51170,1873
FLJ35024,401491,4463
SRP68,6730,2723
BCL8,606,3253
CLDN12,9069,3984
GLI3,2737,8313
TAF6,6878,3141
TCF21,6943,6133
KDM4D,55693,2970
OR2A1,346528,913
PPARGC1B,133522,4818
SLC1A7,6512,4228
METTL3,56339,3411
ZWINT,11130,1964
SLC2A5,6518,3222
ZFP82,284406,2616
LOC150197,150197,2206
SLC26A10,65012,2744
C11orf31,280636,1291
CDKL3,51265,3318
SPNS2,124976,4487
SLC6A16,28968,3143
OR6T1,219874,971
SLITRK3,22865,4635
CNTN3,5067,4997
GIT2,9815,6883
DHFRL1,200895,4107
DHDH,27294,1081
OSGIN1,29948,2540
GLTPD1,80772,2192
EPHB6,2051,4832
FLOT2,2319,2631
CLEC4E,26253,2158
DTNB,1838,3976
KCNIP1,30820,2362
KCNU1,157855,3802
C3orf57,165679,2305
PROKR2,128674,1437
MAP3K13,9175,4124
ZXDB,158586,5638
EPHX2,2053,2769
FLJ32063,150538,3773
C16orf78,123970,969
HDAC10,83933,3504
PLSCR3,57048,2824
EFHB,151651,3138
HLA-H,3136,1678
TSPO,706,865
FAM166B,730112,990
RAB2A,5862,1148
AHNAK,79026,19262
KRTAP20-2,337976,197
PGCP,10404,2192
ADIG,149685,770
DNASE1,1773,3097
THOP1,7064,3554
UQCRB,7381,4817
EIF2B3,8891,1784
RAB23,51715,3166
FAM83C,128876,3486
C15orf24,56851,1051
PNMT,5409,1157
TET3,200424,11244
CYSLTR2,57105,3228
MMRN1,22915,5086
C19orf43,79002,909
MOG,4340,2451
UTP14A,10813,3963
OLFM2,93145,1932
SLC29A3,55315,2271
GRM1,2911,6983
PRR7,80758,1550
SYF2,25949,4221
TAC4,255061,682
C11orf45,219833,3799
RIPK4,54101,3872
YTHDC1,91746,6248
C19orf42,79086,2333
MLEC,9761,6349
ACOX2,8309,2308
PAPSS2,9060,3955
RAB32,10981,1203
JAM3,83700,3665
TCEB3C,162699,1641
TUBA3D,113457,1543
GPR137B,7107,2129
MRPL34,64981,968
SOX10,6663,3298
HIBADH,11112,3849
TIAM2,26230,7366
RNASEL,6041,6122
SNAPC5,10302,852
FAM153C,653316,2319
LOC146880,146880,4993
POLR3G,10622,3283
ZSWIM3,140831,2928
TAS2R41,259287,924
ABI2,10152,6914
TSGA10IP,254187,1726
DKC1,1736,2576
MAMSTR,284358,1943
C22orf36,388886,2030
OGFOD2,79676,4341
MECOM,2122,8244
MYL2,4633,835
TRAPPC2,6399,3864
MYOG,4656,1742
RERGL,79785,1133
C4orf31,79625,2871
PTPRB,5787,12512
PNLIPRP2,5408,1972
OPN1SW,611,1096
BCKDK,10295,2172
LARP4B,23185,5640
HIST3H3,8290,481
DTX1,1840,3288
NEUROD2,4761,3031
KCNK18,338567,1154
MPG,4350,1812
ASXL1,171023,7510
EML6,400954,8136
C3orf58,205428,4592
HOXA11,3207,2659
FAM54A,113115,1893
NCRNA00171,80862,6570
FBRS,64319,3396
PTPN4,5775,5447
TPD52L1,7164,3427
LOC643387,643387,2657
OR5L1,219437,936
PRKAR1B,5575,2207
NOS1,4842,7228
HLA-DOA,3111,3794
ELK1,2002,4809
DMRTC1,63947,1242
MRPL52,122704,1294
WBSCR28,135886,977
MAST1,22983,6111
XPO7,23039,5178
FLYWCH1,84256,5246
PVRL3,25945,2594
PRAC,84366,373
HNRNPA1L2,144983,2365
FTHL3,2498,954
SCO1,6341,1752
UBR7,55148,3696
MRPL48,51642,1290
VAV3,10451,6054
MFSD2B,388931,2138
LOC728743,728743,3668
CYLC1,1538,2027
KCNA4,3739,3612
LRRC1,55227,3180
ZNF788,388507,5749
MYST1,84148,3369
WNT1,7471,2283
SSBP1,6742,1663
TMEM120A,83862,1647
FCGR2A,2212,3276
KEAP1,9817,2701
FGFR1OP2,26127,2416
ROS1,6098,7368
TAS2R19,259294,899
ZNF143,7702,2945
FKBP6,8468,2533
SNORD51,26798,70
C17orf44,284029,2093
LOC647859,647859,578
GAD2,2572,2990
LOC286135,286135,2838
MIER2,54531,2762
GCSH,2653,1159
PGBD4,161779,2317
CLCF1,23529,1971
LOC728855,728855,2542
NEDD4L,23327,9717
FAM53C,51307,4710
CMPK2,129607,4092
DNAJC10,54431,5125
TTLL2,83887,3435
SNORD114-30,767611,70
ANKRD2,26287,1449
C16orf42,115939,1202
PDDC1,347862,5133
OMA1,115209,2575
SLC26A9,115019,5178
CGA,1081,704
OR4N2,390429,923
MAGEB6,158809,1948
TSG1,643432,9300
ZNF79,7633,2301
C10orf107,219621,1250
OR2L3,391192,939
LOC100131193,100131193,2386
ZNF497,162968,3466
SNORA24,677809,131
TSN,7247,3506
KRCC1,51315,1753
ACBD6,84320,1615
C9orf130,100128782,11320
SRPX2,27286,2188
LOC254312,254312,1111
FCRL6,343413,2595
OTUD4,54726,7432
MASP2,10747,4068
LOC151174,151174,1959
NHP2L1,4809,1766
B3GNT4,79369,1503
LOC121838,121838,2563
BRCA1,672,8216
E2F6,1876,3443
AMAC1L3,643664,1195
BBS9,27241,5629
TRAPPC3,27095,1536
LOC728989,728989,1076
ZNF467,168544,2459
SNORA55,677834,137
PLGLA,285189,699
TPSG1,25823,1105
CYSLTR1,10800,1596
BTK,695,3643
C5orf53,492311,2871
IDH1,3417,2588
GPR97,222487,3208
PRTFDC1,56952,2806
FAM99A,387742,1429
TEX28,1527,1752
INADL,10207,9978
NDUFAF2,91942,764
SLC12A4,6560,5592
LOC644165,644165,1424
EXTL3,2137,6172
PROK1,84432,1370
POU4F1,5457,3812
SNORD81,26769,43
TAS2R42,353164,945
PGA5,5222,1357
BDH1,622,3692
SCNN1B,6338,2596
ST6GAL2,84620,7066
XPNPEP2,7512,3659
EVX2,344191,1615
CLRN3,119467,1815
CLTA,1211,2472
PPIL4,85313,5999
ZNF331,55422,6132
PRSS35,167681,2524
PRDM11,56981,2228
PPIAL4E,730262,783
CFD,1675,1178
RCOR2,283248,2593
ZBTB6,10773,4105
SFRP1,6422,4454
ANGPTL6,83854,1873
PON1,5444,1920
KIF15,56992,5196
SLC47A2,146802,3742
C12orf72,254013,2379
GPR84,53831,1495
ANKRD35,148741,3363
FAIM3,9214,3184
AFTPH,54812,4090
CCND2,894,6521
CFHR3,10878,2586
CTNNA2,1496,5156
HMGN5,79366,2126
NOVA1,4857,4391
PFKFB3,5209,5177
NKPD1,284353,4686
SPATA2L,124044,2316
C17orf69,147081,2789
PRR20D,729246,1847
PSME2,5721,952
C16orf57,79650,4194
SNORD114-28,767609,70
PLOD3,8985,2976
PTTG2,10744,575
TAS2R40,259286,971
SPRR1B,6699,618
FLJ10661,286042,2549
SLC26A4,5172,5480
APOBEC3D,140564,2780
JUND,3727,1870
SNORA30,677813,129
GDF10,2662,3230
SP7,121340,3208
TNFRSF10C,8794,2363
OR6N1,128372,938
ZFP92,139735,1250
RNF39,80352,2169
FAM24A,118670,594
HIST2H3C,126961,506
GMCL1L,64396,2923
DMPK,1760,4269
GSG1,83445,2355
FAM3C,10447,2540
PLCD3,113026,3456
KREMEN2,79412,2338
CRISP1,167,1879
GM2A,2760,5458
CTNNA1,1495,3917
FCGR1B,2210,2644
FBN1,2200,11688
LOC100240735,100240735,904
N4BP3,23138,6108
DCAF5,8816,8849
ARHGAP25,9938,4424
NLGN4Y,22829,6575
THYN1,29087,1524
AKAP4,8852,3005
PLEKHH1,57475,9575
PRMT3,10196,2729
KBTBD13,390594,1376
ARID1A,8289,8996
ZFR2,23217,5722
LOXL3,84695,3793
SNORD61,26787,73
SNAR-D,100170227,119
ZNF780B,163131,8890
HOMEZ,57594,4037
HPSE,10855,1864
SVOPL,136306,1818
C5orf39,389289,2386
C11orf88,399949,3099
CYP1A2,1544,3127
URB1,9875,10808
KIAA1539,80256,5997
QRFPR,84109,2797
SNORD116-3,100033415,96
KIF1C,10749,4186
QSOX1,5768,4828
NUMB,8650,5306
ACTL6B,51412,1554
COG1,9382,4089
C14orf143,90141,2357
EVPL,2125,7023
ADO,84890,3723
ALDH16A1,126133,3105
ZCCHC12,170261,2196
CALR,811,1911
DNAH12,201625,10077
OTOP1,133060,1869
GPN2,54707,1510
FAM3B,54097,3740
C14orf101,54916,6655
DAZ3,57054,3612
NGFRAP1,27018,1244
CCT2,10576,2282
SEZ6L,23544,3559
C4orf52,389203,1013
AOAH,313,2495
HOXC8,3224,2286
ISY1,57461,1824
FKBP1A,2280,3063
CWC22,57703,3977
ANK1,286,9280
NPY,4852,551
RPA1,6117,4345
LIMA1,51474,5246
ZNF518A,9849,8424
POU1F1,5449,1340
MGST1,4257,1920
TMCO3,55002,3265
IKBIP,121457,3854
FLT3LG,2323,1793
ZNF585B,92285,2967
PTGER1,5731,1420
STK24,8428,4937
CAMSAP1,157922,7663
KIR2DL3,3804,2684
GTF2E1,2960,3088
SERPINF2,5345,2294
BBC3,27113,2094
PCDHGA5,56110,4621
EFHA2,286097,3987
SMPD4,55627,6108
PCGF1,84759,1123
FRMD5,84978,3224
ZNF205,7755,2058
ATN1,1822,4419
IL13,3596,1282
MAPKBP1,23005,7946
TIMM8A,1678,1805
POU3F3,5455,1502
CACNA1I,8911,10710
TBC1D3,729873,3657
REG1P,5969,2925
MOGAT3,346606,1405
RPL39L,116832,703
PEBP4,157310,894
RAB9B,51209,1794
STIM2,57620,4119
GLCE,26035,6176
SLITRK4,139065,3399
C7orf40,285958,3133
GALNT8,26290,2135
MARCH4,57574,4449
RGPD5,84220,5641
ATOH8,84913,8590
FLJ39739,388685,4552
TRAIP,10293,2679
RBMY1E,378950,1768
CYCSP52,360155,308
EPHA10,284656,7683
HSBP1,3281,1891
NUB1,51667,6321
ZNF567,163081,3037
CCL7,6354,804
PPARGC1A,10891,8931
C15orf28,80035,3281
FRZB,2487,2035
PAIP2,51247,2447
YIPF7,285525,1172
TP53RK,112858,3377
CCL27,10850,446
MX1,4599,3604
LRRIQ1,84125,6871
H19,283120,2308
AUH,549,2001
MLL5,55904,7494
SKA2,348235,3159
MYH16,84176,2265
SCARA3,51435,3832
FLJ45244,400242,2894
AKAP13,11214,17257
C7orf41,222166,5814
PRR23B,389151,1896
NUP93,9688,3539
NAP1L4,4676,3647
MRPS31,10240,1338
EFHC1,114327,5981
DLG2,1740,12121
DMRTC1B,728656,1242
PL-5283,647087,4464
MRPS18C,51023,1194
SRFBP1,153443,2836
FAM86D,692099,2719
RBMS1,5937,8282
LOC388152,388152,5106
IFIT1B,439996,1971
ALPI,248,2630
SLC5A7,60482,5141
ANLN,54443,4768
DECR1,1666,1891
SEPT7P2,641977,3590
ARL8A,127829,2345
EXOSC8,11340,1474
LOC100128542,100128542,484
CARS,833,3087
MCC,4163,10100
SNORD82,25826,75
KCNJ14,3770,3470
FAM71B,153745,2025
GRASP,160622,2040
CD9,928,2596
PCSK2,5126,6908
CYP2C8,1558,2171
HBS1L,10767,9633
EPHB4,2050,5604
CHM,1121,7990
DPP9,91039,4585
CD300LF,146722,2023
ASB18,401036,1613
GATSL2,729438,990
IFI44L,10964,5872
ERBB2IP,55914,7183
FKSG83,83954,1200
PDCD1,5133,2111
C18orf22,79863,2965
ART1,417,1464
QPCT,25797,1702
PDE6B,5158,4173
FLJ45983,399717,2412
TFAP2D,83741,2168
NCAPH2,29781,2568
SRRT,51593,3013
C6orf221,154288,1020
LOC100190939,100190939,2632
FAM55B,120406,1778
TMC7,79905,5332
PACSIN1,29993,4429
GUCY2E,390226,2798
RBM15,64783,3431
OAZ3,51686,1084
NRN1L,123904,632
IGFN1,91156,5475
MFSD11,79157,3783
DEDD2,162989,2393
RBPMS,11030,4658
NUDT15,55270,2406
HCN1,348980,5368
PRR15,222171,1678
RNASE7,84659,1499
BTN1A1,696,2849
KIRREL,55243,3658
ARAP1,116985,7132
ANKRD58,347454,1589
PNO1,56902,1976
HS6ST3,266722,7799
WDR19,57728,4900
ENOSF1,55556,3048
RBM18,92400,3291
NFX1,4799,5764
LEPREL2,10536,3498
LGALS12,85329,2302
NCRNA00094,266655,5733
NUP210,23225,7979
BMI1,648,4024
GSTA4,2941,3767
TRPV3,162514,4184
SAC3D1,29901,1569
C11orf64,283197,849
ARRDC3,57561,4161
ARL16,339231,1723
LTC4S,4056,666
DPEP3,64180,1737
C6orf147,387097,1444
GTF2A2,2958,1580
CNPY4,245812,1465
NUPL2,11097,3573
G3BP2,9908,4549
PLEKHM2,23207,4120
IL1RL1,9173,3444
SAFB2,9667,3985
RAB11FIP3,9727,4582
ZW10,9183,2882
SPC25,57405,1345
HIST1H2BF,8343,429
RFPL1,5988,1495
NEUROG3,50674,1166
CPLX3,594855,2012
SFRS5,6430,4438
VDAC3,7419,1810
XYLT1,64131,9334
ATP5C1,509,1607
NCEH1,57552,4314
ZNF638,27332,8453
APOBEC3B,9582,1536
LOC100302640,100302640,3018
CABP5,56344,1251
ME2,4200,2715
MAPKSP1,8649,4280
HIST1H4L,8368,363
HOXB13,10481,3034
OGFRL1,79627,1740
PARP9,83666,7973
BIRC3,330,2668
SCUBE2,57758,3824
CTNND1,1500,6766
OSTCL,202459,1184
MBP,4155,14801
ELP2P,100131454,2677
ZFY,7544,5973
HEXIM1,10614,4784
NHLRC1,378884,2134
COL4A1,1282,6531
HSPG2,3339,15300
SUSD5,26032,5005
PIM3,415116,2420
KDELR3,11015,1870
USH1C,10083,3507
GLT8D1,55830,2672
FCRL5,83416,8596
KREMEN1,83999,7474
ERBB2,2064,5690
SGK269,79834,14879
CXorf27,25763,500
SMARCAL1,50485,3320
KBTBD6,89890,5228
IK,3550,1943
PDCD7,10081,2850
LHX2,9355,2440
C11orf66,220004,1531
RILPL2,196383,1435
IL1RAPL2,26280,2985
C7orf42,55069,4272
FER1L6,654463,6050
ANKIB1,54467,6081
POU5F2,134187,1295
NKX2-3,159296,2094
SSB,6741,1875
GP6,51206,2264
BBX,56987,9277
ME1,4199,3356
PDXK,8566,10075
ACTN3,89,3249
ZNF595,152687,4312
SNHG11,128439,2652
MRPS7,51081,2910
ZFYVE1,53349,4469
COX8C,341947,531
CCDC134,79879,1275
EHMT1,79813,6380
EIF4E,1977,5675
NDUFA1,4694,485
RRAGD,58528,4924
KCNQ5,56479,6772
TCEAL1,9338,1278
ACBD7,414149,4188
MRPS34,65993,1096
CEP55,55165,2656
PARG,8505,4313
DNMT3B,1789,4969
COQ2,27235,2517
ZNF618,114991,12833
COL4A6,1288,8829
OR52E2,119678,977
SPATA18,132671,4387
PAK2,5062,6137
ANO6,196527,7149
NBEAL1,65065,9523
FBXW4,6468,2211
RPL23AP53,644128,5820
USP51,158880,2490
FLJ11235,54508,1394
SLCO2A1,6578,4908
L3MBTL,26013,9053
EMILIN3,90187,3827
ANAPC5,51433,4463
RIMS2,9699,8551
ANO7,50636,4448
ZNF285,26974,2706
HCRT,3060,577
PPAPDC3,84814,2095
CDC37L1,55664,1697
COPG2,26958,1733
ZNF229,7772,5477
TMEM61,199964,1096
B9D1,27077,2138
LOC388946,388946,679
RAB4B,53916,2357
SMAD5,4090,7093
IFI27,3429,816
DLEU2L,79469,1657
NUDT13,25961,2213
LILRA1,11024,2343
N4BP2L2,10443,8078
AK3L1,205,2629
FASTKD3,79072,2401
KIAA1143,57456,5138
AKR1C3,8644,2480
HSPB7,27129,3368
C3orf31,132001,3453
MCF2L,23263,6873
POTEG,404785,2231
TAGAP,117289,3654
PCNAP1,359806,1052
TRPM4,54795,4280
HES3,390992,687
KIAA1967,57805,4358
DMGDH,29958,4087
FBXO15,201456,4552
KRT1,3848,2451
EIF2C4,192670,4758
ADCYAP1R1,117,1811
RXFP4,339403,1145
C16orf62,57020,4293
SLC38A8,146167,1308
SLC25A38,54977,2124
GUF1,60558,4215
TCHP,84260,3649
TRAM1,23471,2807
SPINK13,153218,801
C1orf38,9473,2719
SNORD114-4,767580,103
SNORD105,692229,85
EIF3F,8665,1676
AFAP1L2,84632,5695
FN3KRP,79672,1950
PKP2,5318,4437
ELP2,55250,2689
NKAPL,222698,1638
GRAMD1C,54762,5667
SNAR-A3,100169951,121
C17orf28,283987,3948
F13A1,2162,3862
IFNB1,3456,839
WEE1,7465,8597
AMOTL2,51421,5890
SPSB3,90864,2663
PRB2,653247,1428
APOBEC3F,200316,6130
SNAPC4,6621,4649
HPRT1,3251,1439
HLA-DPA1,3113,1572
CHST9,83539,11497
C10orf111,221060,1713
SNORD116-26,100033438,97
RFX1,5989,4730
VIPR2,7434,4540
UHMK1,127933,3023
THADA,63892,12455
SFRS9,8683,1650
ST3GAL6,10402,2387
ZNF615,284370,4153
DIO3,1735,2099
NAA16,79612,4734
FSD2,123722,2610
CSDC2,27254,2530
SNTA1,6640,2340
SNORA69,26779,132
SNORD88A,692202,97
ZNF32,7580,1278
KRTAP11-1,337880,909
SLC7A9,11136,2413
PER3,8863,6597
STK40,83931,5251
NDUFA4L2,56901,2010
SYTL2,54843,8214
SFRS13B,135295,3598
GIPR,2696,2107
SNORA5A,654319,133
CDRT15P,94158,1101
CNN1,1264,1861
SNORD109B,338429,67
OR4C11,219429,931
DEFB104A,140596,280
IL24,11009,1978
CADM1,23705,4904
HES1,3280,1937
ABL1,25,5961
ARMCX3,51566,3465
MMP24,10893,4333
LOC339674,339674,1508
C6orf103,79747,7042
DGCR10,26222,926
GNS,2799,5336
AGGF1,55109,4771
IL5RA,3568,2970
ZNF41,7592,4588
DQX1,165545,2664
NKX2-8,26257,1802
BAI1,575,5527
FOXD4L5,653427,3107
C6orf123,26238,1648
CHST7,56548,2310
C1orf135,79000,2061
RGS5,8490,5827
EDEM2,55741,3597
SNORD116-4,100033416,4956
RAB20,55647,1508
CSTF2T,23283,4109
DHX57,90957,6859
VIT,5212,3356
ASGR1,432,1629
ATP8B4,79895,8787
PRMT10,90826,3107
PAK7,57144,4926
TUBB6,84617,3313
PRR25,388199,1208
LILRP2,79166,5287
CAD,790,7107
C19orf47,126526,2324
VTRNA1-1,56664,98
PMCHL2,5370,2143
C19orf25,148223,2907
GLYATL2,219970,1514
PCDHB14,56122,2928
CTSB,1508,6810
YWHAB,7529,3104
LOC100132287,100132287,4561
SFTPA2,729238,2240
LMNB1,4001,3044
TRA2B,6434,8834
FCER2,2208,2510
SLMO1,10650,1854
ZFAND5,7763,6136
MS4A3,932,1654
PRNP,5621,2963
IRF7,3665,2222
WASF2,10163,5661
PAQR9,344838,3576
IRS2,8660,6996
SLC18A2,6571,2167
BRD2,6046,5604
MYBPC1,4604,4530
MEST,4232,2803
HHATL,57467,1998
GUSBL1,387036,1200
A1BG,1,3931
CDK4,1019,1441
LOC285740,285740,2396
PARP3,10039,2358
LAMA4,3910,7826
PCDHGC3,5098,4975
COL1A1,1277,5925
TIAF1,9220,2089
C17orf98,388381,566
GRB2,2885,3303
KIAA1107,23285,4563
CCDC125,202243,7059
WNT8A,7478,1783
C11orf90,387804,603
C9orf3,84909,8246
IL1F5,26525,2797
CAMSAP1L1,23271,7382
HIST1H2BI,8346,436
ATRIP,84126,3309
TMEM63B,55362,3955
EFTUD1,79631,3692
PTS,5805,1570
SDC4P,376844,467
AFF3,3899,9937
MAPKAPK5,8550,2047
MCM8,84515,6069
GALNT6,11226,5553
C10orf84,63877,2766
GMFB,2764,4138
PIWIL1,9271,3462
COX6B1,1340,557
ANP32E,81611,3552
SUN5,140732,1251
C20orf56,140828,4909
ATP5EP2,432369,367
SDR16C5,195814,3184
PQLC1,80148,2696
CCL24,6369,358
CNTNAP5,129684,5284
HTRA4,203100,2103
TMX4,56255,2365
GDPD3,79153,1325
TMEM183A,92703,3277
GRM2,2912,3511
C11orf61,79684,3649
ARL5A,26225,3620
SPSB1,80176,3151
SP2,6668,3430
NXF2,56001,1780
ZNF318,24149,8451
CA12,771,3974
HSFY2,159119,2307
NUTF2,10204,3321
CDK5R1,8851,3853
PTPRR,5801,4473
STMN3,50861,2255
PCDHB8,56128,2590
SLFN12L,342615,2749
GREM2,64388,4181
CAPS2,84698,4617
CCNT2,905,4997
IFNA16,3449,939
INPP1,3628,2342
SLC19A2,10560,3634
TERC,7012,451
KRTAP4-11,653240,1171
WDR72,256764,7755
FLJ25363,401082,1493
SNORA47,677828,138
GCFC1,94104,6845
C21orf128,150147,2141
TLE2,7089,3364
LTK,4058,3175
CAST,831,6324
YPEL5,51646,3192
MMP16,4325,6623
RARB,5915,5107
FAM48A,55578,5381
C10orf78,119392,2923
SCN11A,11280,7696
NDE1,54820,7925
PIGF,5281,1132
PLA2G4F,255189,4108
C6orf118,168090,2353
SYTL3,94120,2898
GBE1,2632,3172
B3GNT8,374907,1873
CD44,960,5729
CARTPT,9607,908
OR52A4,390053,1504
MORF4L2,9643,3169
CAT,847,2445
DAB2,1601,4597
BARHL2,343472,1495
ALDOB,229,2426
MAGEF1,64110,1681
LOC730101,730101,3784
OR8S1,341568,1079
ANGEL2,90806,5818
TBL1Y,90665,2540
TMEM71,137835,2136
LOC650368,650368,3341
RMND5B,64777,3456
PPP1R2P3,153743,1991
OR52A1,23538,937
AMY2B,280,3981
OCLN,4950,2748
CNN3,1266,2213
OCIAD2,132299,762
MTVR2,246754,812
PPID,5481,1833
MANSC1,54682,2411
FLJ36031,168455,2442
EFCAB3,146779,1752
LOC729375,729375,2275
STXBP2,6813,4167
C6orf59,79992,1841
C14orf119,55017,2839
USP47,55031,8149
S100A9,6280,576
OR10H3,26532,949
UCKL1AS,100113386,3571
PLCH2,9651,6351
C6orf225,619208,2670
HACE1,57531,6870
MYD88,4615,3260
STH,246744,445
ASF1A,25842,2506
ZNF512B,57473,5919
TBX2,6909,6027
C12orf76,400073,2585
FRG2B,441581,889
FGFR4,2264,3689
ALG1,56052,5380
ZBTB20,26137,5214
LOC143188,143188,3206
CD96,10225,4989
OR6C75,390323,938
SNORD50A,26799,75
DIRC1,116093,1454
OR9K2,441639,1007
SEPT14,346288,3785
RGS7,6000,3327
ZNF224,7767,2466
MTHFD2,10797,2283
PPP1R9A,55607,10541
TCN2,6948,1981
KLHL2,11275,3362
HAND1,9421,1737
RHBDD1,84236,2683
ASB11,140456,1269
RSPH10B2,728194,3679
LOC338588,338588,1009
MC4R,4160,1438
SNORD115-9,100033446,82
ITGAD,3681,4831
KIF23,9493,3920
TMEM50A,23585,2278
SDHB,6390,1143
MIPEP,4285,2400
SNAR-B2,100170217,120
NLK,51701,3536
LOC100132724,100132724,2435
ZFYVE16,9765,10807
ANKRD36,375248,9628
NKAIN1,79570,2587
FAM46D,169966,3204
SPDYE4,388333,923
AFF2,2334,14003
ZNF234,10780,4598
FOXB2,442425,1299
PLCXD2,257068,8437
MBNL2,10150,6393
CYB5R3,1727,2648
PURB,5814,9067
FANCA,2175,7073
NUDT11,55190,2387
CTAGE5,4253,5267
PNKP,11284,2397
C16orf70,80262,5104
FZD4,8322,7382
DENR,8562,3083
LOC285733,285733,889
ALOX12,239,2615
RSPH1,89765,1364
LASS3,204219,4235
EML1,2009,5069
TRAPPC6B,122553,3384
NDUFAF3,25915,1813
C1orf56,54964,2026
ADAM32,203102,3401
IFNAR2,3455,3444
FLJ37307,283521,4126
CLCC1,23155,4996
SHPRH,257218,16844
MMAB,326625,4380
TM9SF3,56889,6614
C17orf76,388341,3271
CXCR5,643,3031
CTPS2,56474,4853
CARHSP1,23589,3054
EIF1AD,84285,2851
PHF15,23338,10886
LSM4,25804,1147
ZNF407,55628,9076
ZNF564,163050,2947
EIF3C,8663,3186
OR2B3,442184,1105
HIST1H4A,8359,371
PIK3IP1,113791,3543
LDHD,197257,2066
IDH2,3418,1849
ADRBK1,156,3444
GPR52,9293,1472
